locality,year,price
CLAYTON,2011,617000
CLAYTON NORTH,2011,619500
CLAYTON SOUTH,2011,511000
CLIFTON HILL,2011,780000
CLIFTON SPRINGS,2011,340000
CLUNES,2011,199000
CLYDE,2011,515000
CLYDE NORTH,2011,300000
COBBLEBANK,2011,
COBDEN,2011,200000
COBRAM,2011,207500
COBURG,2011,611000
COBURG EAST,2011,510000
COBURG NORTH,2011,540000
COCKATOO,2011,325000
COHU,2011,170000
COLAC,2011,215000
COLDSTREAM,2011,377500
COLERAINE,2011,124000
COLLINGWOOD,2011,697500
COOLAROO,2011,304000
COONS HILL,2011,630000
COONGULLA,2011,250000
CORINELLA,2011,282500
CORIO,2011,225000
CORONET BAY,2011,261500
CORRYONG,2011,155000
COWES,2011,384500
COWES WEST,2011,351000
CRAIGIEBURN,2011,360000
CRANBOURNE,2011,325000
CRANBOURNE EAST,2011,368000
CRANBOURNE NORTH,2011,362000
CRANBOURNE SOUTH,2011,
CRANBOURNE WEST,2011,319000
CREMORNE,2011,735000
CRESWICK,2011,223000
CRIB POINT,2011,330000
CROYDON,2011,465000
CROYDON HILLS,2011,532000
CROYDON NORTH,2011,505500
CROYDON SOUTH,2011,435500
CURLEWIS,2011,153000
DALLAS,2011,305000
DALYSTON,2011,281500
DANDENONG,2011,400500
DANDENONG NORTH,2011,395000
DARLEY,2011,325000
DAYLESFORD,2011,351500
DEANSIDE,2011,
DEEPDENE,2011,2046500
DEER PARK,2011,357000
DELACOMBE,2011,278500
DELAHEY,2011,370000
DENNINGTON,2011,349000
DERRIMUT,2011,418000
DIAMOND CREEK,2011,515000
DIGGERS REST,2011,285000
DIMBOOLA,2011,107500
DINGLEY VILLAGE,2011,540000
DINNER PLAIN,2011,450000
DOLD,2011,165000
DONCASTER,2011,770000
DONCASTER EAST,2011,720000
DONNYBROOK,2011,
DONVALE,2011,712500
DOREEN,2011,460000
DOVETON,2011,322000
DROMA,2011,455000
DROUIN,2011,289000
DRYSDALE,2011,425000
DUNKELD,2011,245000
DUNOLLY,2011,145000
EAGLE POINT,2011,301500
EAGLEHAWK,2011,240000
EAGLEMONT,2011,1500000
EAST BAIRNSDALE,2011,176500
EAST BENDIGO,2011,267000
EAST GEELONG,2011,400000
EAST MELBOURNE,2011,1737500
EAST WARBURTON,2011,332500
EASTWOOD,2011,334000
ECHUCA,2011,278000
EDENHOPE,2011,100000
EDITHVALE,2011,590000
EILDON,2011,180000
ELLIMINYT,2011,260000
ELMORE,2011,188000
ELSTERNWICK,2011,1200000
ELTHAM,2011,625000
ELTHAM NORTH,2011,627000
ELWOOD,2011,1150000
EMERALD,2011,415000
ENDEAVOUR HILLS,2011,400000
EPPING,2011,385000
EPSOM,2011,325000
ESSENDON,2011,895000
ESSENDON NORTH,2011,875500
ESSENDON WEST,2011,742500
EUMEMMERRING,2011,350000
EUREKA,2011,257500
EUROA,2011,185000
EYNESBURY,2011,360000
FAIRFIELD,2011,800000
FAIRHAVEN,2011,715000
FAWKNER,2011,439000
FERNTREE GULLY,2011,430500
FERNY CREEK,2011,525000
FINGAL,2011,700000
FITZROY,2011,880000
FITZROY NORTH,2011,855000
FIVEWAYS,2011,290000
FLEMINGTON,2011,655000
FLINDERS,2011,822000
FLORA HILL,2011,285000
FLOWERDALE,2011,286500
FOOTSCRAY,2011,568000
FOREST HILL,2011,560000
FOSTER,2011,265000
FRANKSTON,2011,357000
FRANKSTON NORTH,2011,277000
FRANKSTON SOUTH,2011,533500
FRASER RISE,2011,
FYANSFORD,2011,425000
GARDEN CITY,2011,912500
GARDENVALE,2011,1133000
GARFIELD,2011,345000
GEELONG,2011,475000
GEELONG WEST,2011,405000
GEMBROOK,2011,385000
GISBORNE,2011,430000
GLADSTONE PARK,2011,385000
GLEN HUNTLY,2011,805000
GLEN IRIS,2011,1200000
GLEN WAVERLEY,2011,718000
GLENROWAN,2011,290000
GLENROY,2011,457500
GOLDEN BEACH,2011,229000
GOLDEN POINT (BALLARAT),2011,258000
GOLDEN SQUARE,2011,270000
GORDON,2011,300000
GOUGHS BAY,2011,180000
GOWANBRAE,2011,555500
GRANTVILLE,2011,235000
GREEN LAKE,2011,247500
GREENSBOROUGH,2011,519000
GREENVALE,2011,545000
GROVEDALE,2011,345000
HADFIELD,2011,486000
HALLAM,2011,360000
HALLS GAP,2011,255000
HAMILTON,2011,217500
HAMLYN HEIGHTS,2011,348000
HAMPTON,2011,1282500
HAMPTON EAST,2011,747500
HAMPTON PARK,2011,335000
HARCOURT,2011,268000
HARKNESS,2011,336500
HASTINGS,2011,350000
HASTINGS WEST,2011,272000
HAWTHORN,2011,1330000
HAWTHORN EAST,2011,1250500
HEALESVILLE,2011,380000
HEATHCOTE,2011,200000
HEATHERTON,2011,632000
HEATHMONT,2011,509000
HEIDELBERG,2011,770000
HEIDELBERG HEIGHTS,2011,537500
HEIDELBERG WEST,2011,420000
HEPBURN,2011,310000
HEPBURN SPRINGS,2011,308000
HERNE HILL,2011,325000
HEYFIELD,2011,175000
HEYWOOD,2011,167500
HIGHETT,2011,711000
HIGHTON,2011,450000
HILLSIDE (MELTON),2011,415000
HOPETOUN,2011,55500
HOPPERS CROSSING,2011,328000
HORSHAM,2011,210000
HUGHESDALE,2011,740000
HUNTINGDALE,2011,610000
HUNTLY,2011,250000
HURSTBRIDGE,2011,457500
INDENTED HEAD,2011,347000
INGLEWOOD,2011,208500
INVERLOCH,2011,450000
INVERMAY PARK,2011,363500
IRONBARK,2011,287000
IRYMPLE,2011,228000
IVANHOE,2011,980000
IVANHOE EAST,2011,1300000
JACA,2011,345000
JACKASS FLAT,2011,255000
JAN JUC,2011,587500
JEERALANG NORTH,2011,129000
JEPARIT,2011,101500
JUNCTION VILLAGE,2011,287500
JUNORTOUN,2011,425000
KALIM,2011,312500
KALKALLO,2011,375000
KALLISTA,2011,482000
KALORAMA,2011,440000
KANGAROO FLAT,2011,270000
KANGAROO GROUND SOUTH,2011,606500
KANIVA,2011,90000
KEALBA,2011,372500
KEILOR,2011,570000
KEILOR DOWNS,2011,405000
KEILOR EAST,2011,587500
KEILOR LODGE,2011,520000
KEILOR PARK,2011,501000
KENNINGTON,2011,306000
KENSINGTON,2011,650000
KERANG,2011,150000
KEW,2011,1650000
KEW EAST,2011,1056000
KEW NORTH,2011,1071000
KEYSBOROUGH,2011,430000
KIALLA,2011,360000
KILCUNDA,2011,330000
KILLARA (WODONGA),2011,
KILMORE,2011,325000
KILSYTH,2011,430000
KILSYTH SOUTH,2011,520000
KINGLAKE,2011,306500
KINGS PARK,2011,330000
KINGSBURY,2011,475000
KINGSVILLE,2011,599500
KNOXFIELD,2011,480000
KOO WEE RUP,2011,334500
KOONDROOK,2011,150000
KOOYONG,2011,1510500
KOROIT,2011,266000
KORUMBURRA,2011,237500
KURUNJANG,2011,300000
KYABRAM,2011,200000
KYNETON,2011,370000
LAKE BOGA,2011,212500
LAKE GARDENS,2011,400500
LAKE TYERS BEACH,2011,285000
LAKE WENDOUREE,2011,627500
LAKES ENTRANCE,2011,300000
LALOR,2011,380000
LANCEFIELD,2011,321000
LANG LANG,2011,310000
LANGWARRIN,2011,387500
LARA,2011,327500
LARA LAKE,2011,355000
LAUNCHING PLACE,2011,343500
LAVERTON,2011,340000
LAVERTON SOUTH,2011,400000
LEITCHVILLE,2011,67500
LENEVA,2011,362000
LEONGATHA,2011,282500
LEOPOLD,2011,340000
LILYDALE,2011,456000
LINTON,2011,168500
LISMORE,2011,145000
LOCH SPORT,2011,165000
LONG GULLY,2011,220000
LONGWARRY,2011,275000
LORNE,2011,840000
LOVELY BANKS,2011,385500
LOWER PLENTY,2011,587500
LUCAS,2011,
LUCKNOW,2011,247500
LYNBROOK,2011,424500
LYNDHURST,2011,440500
LYSTERFIELD,2011,642500
MACEDON,2011,434500
MACLEOD,2011,600000
MADDINGLEY,2011,300000
MAFFRA,2011,230000
MAIDEN GULLY,2011,408500
MAIDSTONE,2011,540000
MALDON,2011,267500
MALLACOOTA,2011,263000
MALMSBURY,2011,300000
MALVERN,2011,1542500
MALVERN EAST,2011,1120000
MANIFOLD HEIGHTS,2011,449000
MANOR LAKES,2011,360000
MANSFIELD,2011,301500
MARIBYRNONG,2011,645000
MARONG,2011,285000
MARSHALL,2011,322500
MARYBOROUGH,2011,180000
MARYSVILLE,2011,395500
MCCRAE,2011,623000
MCKENZIE HILL,2011,394000
MCKINNON,2011,925000
MCLOUGHLINS BEACH,2011,152500
MEADOW HEIGHTS,2011,321500
MEENIYAN,2011,230000
MELTON,2011,256000
MELTON SOUTH,2011,247000
MELTON WEST,2011,300000
MENTONE,2011,692500
MERBEIN,2011,157000
MERINDA PARK,2011,307500
MERNDA,2011,397000
MERRIJIG (MANSFIELD),2011,342500
METUNG,2011,267500
MICKLEHAM,2011,
MIDDLE PARK,2011,1345000
MILDURA,2011,222000
MILL PARK,2011,410000
MILLGROVE,2011,235000
MINERS REST,2011,339000
MINYIP,2011,82500
MIRBOO NORTH,2011,257000
MITCHAM,2011,595000
MITCHELL PARK,2011,247500
MOE,2011,165000
MONBULK,2011,392500
MONT ALBERT,2011,1310000
MONT ALBERT NORTH,2011,850500
MONTMORENCY,2011,560000
MONTROSE,2011,435000
MOONEE PONDS,2011,780500
MOORABBIN,2011,657000
MOOROOLBARK,2011,435000
MOOROOP,2011,215000
MORDIALLOC,2011,660000
MORNINGTON,2011,525000
MORTLAKE,2011,146000
MORWELL,2011,158500
MOUNT BEAUTY,2011,173000
MOUNT CLEAR,2011,287000
MOUNT DANDENONG,2011,447500
MOUNT DUNEED,2011,190000
MOUNT ELIZA,2011,725000
MOUNT EVELYN,2011,400000
MOUNT HELEN,2011,355000
MOUNT MACEDON,2011,512500
MOUNT MARTHA,2011,690000
MOUNT PLEASANT,2011,248500
MOUNT WAVERLEY,2011,745000
MULGRAVE,2011,531000
MURCHISON,2011,165000
MURRUMBEE,2011,822000
MURTOA,2011,133000
MYRTLEFORD,2011,219000
GAMBIE,2011,248000
RRE WARREN,2011,365000
RRE WARREN NORTH,2011,726500
RRE WARREN SOUTH,2011,405000
THALIA,2011,150000
NEERIM SOUTH,2011,260000
NELSON,2011,240000
NERRI,2011,387000
NEW GISBORNE,2011,492000
NEWBOROUGH,2011,187000
NEWCOMB,2011,275000
NEWINGTON,2011,290000
NEWLANDS ARM,2011,332000
NEWPORT,2011,680000
NEWSTEAD,2011,243000
NEWTOWN (GREATER GEELONG),2011,533000
NHILL,2011,107000
NICHOLS POINT,2011,311500
NIDDRIE,2011,742500
NOBLE PARK,2011,410000
NOBLE PARK NORTH,2011,395000
NORLANE,2011,203000
NORTH BENDIGO,2011,230000
NORTH GEELONG,2011,292500
NORTH MELBOURNE,2011,750000
NORTH WONTHAGGI,2011,284000
NORTHCOTE,2011,780000
NOTTING HILL,2011,525500
NUMURKAH,2011,190500
NUWADING,2011,585000
NYAH WEST,2011,70000
NYORA,2011,216500
OAK PARK,2011,590000
OAKLEIGH,2011,700000
OAKLEIGH EAST,2011,640000
OAKLEIGH SOUTH,2011,615000
OCEAN GROVE,2011,479000
OFFICER,2011,396000
OFFICER SOUTH,2011,
OLINDA,2011,520000
OMEO,2011,162500
ORBOST,2011,151500
ORMOND,2011,912500
OSBORNE,2011,488500
OUYEN,2011,110000
PAKENHAM,2011,340000
PARADISE BEACH,2011,159500
PARK ORCHARDS,2011,942500
PARKDALE,2011,755500
PARKVILLE,2011,1100000
PASCOE VALE,2011,575000
PASCOE VALE SOUTH,2011,612500
PATTERSON GARDENS,2011,605000
PATTERSON LAKES,2011,625000
PAYNESVILLE,2011,323500
PEARCEDALE,2011,405000
PETERBOROUGH,2011,410000
PIONEER BAY,2011,197500
PLENTY,2011,730000
POINT COOK,2011,445000
POINT LONSDALE,2011,670000
POREPUNKAH,2011,276000
PORT ALBERT,2011,180000
PORT FAIRY,2011,380000
PORT FRANKLIN,2011,205000
PORT MELBOURNE,2011,915000
PORT WELSHPOOL,2011,195000
PORTARLINGTON,2011,425000
PORTLAND,2011,236500
PORTLAND NORTH,2011,215000
PORTSEA,2011,1625000
PRAHRAN,2011,955000
PRESTON,2011,602000
PRINCES HILL,2011,967500
PYRAMID HILL,2011,91000
QUARRY HILL,2011,292500
QUEENSCLIFF,2011,590000
RAINBOW,2011,71500
RAYMOND ISLAND,2011,262500
RED CLIFFS,2011,170000
REDAN,2011,227500
RESEARCH,2011,657000
RESERVOIR,2011,500000
RHYLL,2011,415000
RICHMOND,2011,825000
RIDDELLS CREEK,2011,449000
RINGWOOD,2011,506000
RINGWOOD EAST,2011,520000
RINGWOOD NORTH,2011,569000
RIPPLESIDE,2011,510000
ROBINVALE,2011,136000
ROCHESTER,2011,185000
ROCKBANK,2011,251000
ROMSEY,2011,360000
ROSAN,2011,725000
ROSEBUD,2011,360000
ROSEBUD SOUTH,2011,460000
ROSEDALE,2011,189000
ROWVILLE,2011,527500
ROXBURGH PARK,2011,360000
RUPANYUP,2011,100000
RUSHWORTH,2011,155000
RUTHERGLEN,2011,207000
RYE,2011,440000
SAFETY BEACH,2011,553000
SAILORS GULLY,2011,265000
SALE,2011,291500
SAN REMO,2011,411000
SANCTUARY LAKES,2011,475000
SANDHURST,2011,504500
SANDRINGHAM,2011,1202500
SANDY POINT,2011,375000
SASSAFRAS,2011,497500
SAWMILL SETTLEMENT,2011,199000
SCORESBY,2011,472000
SEA LAKE,2011,112000
SEABROOK,2011,407500
SEAFORD,2011,415000
SEAHOLME,2011,630000
SEASPRAY,2011,165000
SEBASTOPOL,2011,228000
SEDDON,2011,620500
SELBY,2011,421500
SEVILLE,2011,380000
SEVILLE EAST,2011,364500
SEYMOUR,2011,190000
SHEPPARTON,2011,242500
SHEPPARTON NORTH,2011,330500
SHOREHAM,2011,585000
SILVERLEAVES,2011,500000
SKENES CREEK,2011,370000
SKIPTON,2011,160000
SKYE,2011,385000
SMITHS BEACH,2011,380000
SMYTHESDALE,2011,259000
SOLDIERS HILL,2011,278000
SOMERS,2011,615000
SOMERVILLE,2011,375000
SORRENTO,2011,905000
SOUTH DUDLEY,2011,230000
SOUTH GEELONG,2011,382500
SOUTH KINGSVILLE,2011,620000
SOUTH MELBOURNE,2011,925000
SOUTH MORANG,2011,410000
SOUTH YARRA,2011,1125000
SPOTSWOOD,2011,602500
SPRING GULLY,2011,320000
SPRINGVALE,2011,470000
SPRINGVALE SOUTH,2011,420000
ST ALBANS,2011,387000
ST ALBANS PARK,2011,310000
ST ANDREWS BEACH,2011,550000
ST ARUD,2011,125000
ST HELE,2011,570000
ST KILDA,2011,860000
ST KILDA EAST,2011,962500
ST KILDA WEST,2011,1700000
ST LEORDS,2011,389000
STANHOPE,2011,152000
STAWELL,2011,147000
STRATFORD,2011,242500
STRATHDALE,2011,369500
STRATHFIELDSAYE,2011,370000
STRATHMERTON,2011,107500
STRATHMORE,2011,820000
STRATHMORE HEIGHTS,2011,700000
STRATHTULLOH,2011,
STUDFIELD,2011,470000
SUNBURY,2011,360000
SUNDERLAND BAY,2011,280000
SUNNYCLIFFS,2011,70000
SUNSET STRIP,2011,286500
SUNSHINE,2011,430000
SUNSHINE NORTH,2011,420000
SUNSHINE WEST,2011,391500
SURF BEACH,2011,350000
SURREY HILLS,2011,1212000
SWAN HILL,2011,225000
SWAN REACH,2011,253000
SYDENHAM,2011,420500
SYNDAL,2011,850000
TALLANGATTA,2011,175000
TARNEIT,2011,369000
TATURA,2011,215000
TAWONGA SOUTH,2011,230000
TAYLORS HILL,2011,420000
TAYLORS LAKES,2011,500000
TECOMA,2011,427500
TEMPLESTOWE,2011,804000
TEMPLESTOWE LOWER,2011,711500
TERANG,2011,160000
THE BASIN,2011,400000
THE HONEYSUCKLES,2011,236000
THE PATCH,2011,470000
THOMASTOWN,2011,400000
THOMSON (GREATER GEELONG),2011,281500
THORNBURY,2011,690000
THORNHILL PARK,2011,
TIMBOON,2011,211500
TONGALA,2011,154000
TOONGABBIE,2011,230000
TOORA,2011,220000
TOORADIN,2011,365000
TOORAK,2011,2617500
TOOTGAROOK,2011,373500
TORQUAY,2011,565000
TRAFALGAR,2011,271500
TRARALGON,2011,270000
TRARALGON EAST,2011,405000
TRAVANCORE,2011,672000
TRENTHAM,2011,287000
TRUGANI,2011,357000
TULLAMARINE,2011,420000
TYABB,2011,350500
UPPER FERNTREE GULLY,2011,400000
UPWEY,2011,415000
VENTNOR,2011,365000
VENUS BAY,2011,265500
VERMONT,2011,552500
VERMONT SOUTH,2011,674000
VIEWBANK,2011,604500
VIOLET TOWN,2011,170000
WAHGUNYAH,2011,190000
WALKERVILLE,2011,229500
WALLAN,2011,350000
WALLAN EAST,2011,305000
WANDA HEIGHTS,2011,592500
WANDIN NORTH,2011,380500
WANGARATTA,2011,240000
WANTIR,2011,528000
WANTIR SOUTH,2011,582000
WARBURTON,2011,315000
WARNEET,2011,295000
WARRACKBEAL,2011,115000
WARRAGUL,2011,295000
WARRANDYTE,2011,657000
WARRANWOOD,2011,632500
WARRMBOOL,2011,320000
WATERWAYS,2011,688000
WATSONIA,2011,500000
WATSONIA NORTH,2011,470500
WATTLE GLEN,2011,569500
WAURN PONDS,2011,421000
WEDDERBURN,2011,123000
WEIR VIEWS,2011,
WENDOUREE,2011,235000
WENDOUREE WEST,2011,166000
WERRIBEE,2011,315000
WERRIBEE SOUTH,2011,436000
WEST FOOTSCRAY,2011,525000
WEST MELBOURNE,2011,885000
WEST WODONGA,2011,275000
WESTALL,2011,490000
WESTGARTH,2011,951000
WESTMEADOWS,2011,397500
WHEELERS HILL,2011,650000
WHITE HILLS,2011,265000
WHITTINGTON,2011,265000
WHITTLESEA,2011,372500
WILLIAMS LANDING,2011,371000
WILLIAMSTOWN,2011,900000
WILLIAMSTOWN NORTH,2011,839000
WIMBLEDON HEIGHTS,2011,259000
WINCHELSEA,2011,260000
WINDSOR,2011,824000
WINTER VALLEY,2011,329000
WODONGA,2011,279500
WOLLERT,2011,450000
WONGA PARK,2011,672500
WONTHAGGI,2011,261500
WOODEND,2011,475000
WOOLAMAI WATERS,2011,350000
WOORI YALLOCK,2011,312000
WURRUK,2011,216500
WY YUNG,2011,288500
WYCHEPROOF,2011,86000
WYNDHAM VALE,2011,290000
YACKANDANDAH,2011,290000
YALLAMBIE,2011,506000
YALLOURN NORTH,2011,139000
YARRA GLEN,2011,425000
YARRA JUNCTION,2011,365000
YARRAGON,2011,255000
YARRAM,2011,195500
YARRAVILLE,2011,607000
YARRAWONGA,2011,270000
YEA,2011,270000
YINR,2011,208000
ABBOTSFORD,2012,714000
ABERFELDIE,2012,852500
AINTREE,2012,
AIREYS INLET,2012,634000
AIRPORT WEST,2012,495000
ALBANVALE,2012,310000
ALBERT PARK,2012,1265000
ALBION,2012,379500
ALEXANDRA,2012,239000
ALFREDTON,2012,340000
ALLANSFORD,2012,257500
ALPHINGTON,2012,1000000
ALTO,2012,570000
ALTO EAST,2012,550000
ALTO MEADOWS,2012,375000
ALTO NORTH,2012,484000
ANGLESEA,2012,587500
APOLLO BAY,2012,432500
ARARAT,2012,165000
ARDEER,2012,342500
ARMADALE,2012,1500000
ARMSTRONG CREEK,2012,362500
ASCOT (GREATER BENDIGO),2012,350000
ASCOT VALE,2012,701500
ASHBURTON,2012,870000
ASHWOOD,2012,681000
ASPENDALE,2012,610000
ASPENDALE GARDENS,2012,552000
ATTWOOD,2012,500000
AVENEL,2012,230500
AVOCA,2012,181500
AVONDALE HEIGHTS,2012,536000
AVONSLEIGH,2012,345000
BACCHUS MARSH,2012,325000
BADGER CREEK,2012,295000
BAIRNSDALE,2012,231000
BALACLAVA,2012,717500
BALCOMBE,2012,686000
BALLAN,2012,305000
BALLARAT CENTRAL,2012,313500
BALLARAT EAST,2012,255000
BALLARAT NORTH,2012,280000
BALRRING,2012,501500
BALRRING BEACH,2012,660000
BALWYN,2012,1295000
BALWYN NORTH,2012,997500
BANNOCKBURN,2012,351500
BARANDUDA,2012,340000
BARWARTHA,2012,222000
BARWON HEADS,2012,632500
BAXTER,2012,315000
BAYSWATER,2012,426500
BAYSWATER NORTH,2012,426500
BEACONSFIELD,2012,511500
BEACONSFIELD UPPER,2012,535000
BEAUFORT,2012,186000
BEAUMARIS,2012,997000
BEECHWORTH,2012,304500
BELGRAVE,2012,390000
BELGRAVE HEIGHTS,2012,399000
BELGRAVE SOUTH,2012,447500
BELL PARK,2012,290500
BELL POST HILL,2012,328000
BELLFIELD (BANYULE),2012,510000
BELMONT,2012,350000
BELLA,2012,216500
BENDIGO,2012,335000
BENTLEIGH,2012,820000
BENTLEIGH EAST,2012,680000
BERWICK,2012,451000
BEVERIDGE,2012,412500
BIRCHIP,2012,87500
BIRREGURRA,2012,260000
BITTERN,2012,382500
BLACK HILL,2012,265000
BLACK ROCK,2012,1175000
BLACKBURN,2012,750000
BLACKBURN NORTH,2012,609000
BLACKBURN SOUTH,2012,632000
BLACKWOOD,2012,245000
BLAIRGOWRIE,2012,580000
BLIND BIGHT,2012,319000
BONBEACH,2012,535000
BONNIE DOON,2012,262500
BONSHAW,2012,
BOOLARRA,2012,190000
BOORT,2012,107000
BORONIA,2012,430000
BOTANIC RIDGE,2012,500000
BOX HILL,2012,852000
BOX HILL NORTH,2012,648500
BOX HILL SOUTH,2012,715000
BRAYBROOK,2012,396000
BREAKWATER,2012,242500
BRIAGOLONG,2012,215000
BRIAR HILL,2012,540000
BRIGHT,2012,340000
BRIGHTON,2012,1789500
BRIGHTON EAST,2012,1075000
BROADFORD,2012,268500
BROADMEADOWS,2012,320000
BROOKFIELD,2012,332000
BROOKLYN,2012,470000
BROWN HILL,2012,300000
BRUNSWICK,2012,673000
BRUNSWICK EAST,2012,713000
BRUNSWICK WEST,2012,685000
BRUTHEN,2012,175000
BULLEEN,2012,707000
BUNDALONG,2012,385000
BUNDOORA,2012,485000
BUNINYONG,2012,376500
BUNYIP,2012,342500
BURNSIDE,2012,385000
BURNSIDE HEIGHTS,2012,420000
BURWOOD,2012,765000
BURWOOD EAST,2012,617000
CAIRNLEA,2012,440000
CALIFORNIA GULLY,2012,255000
CAMBERWELL,2012,1300000
CAMPBELLFIELD,2012,330000
CAMPBELLS CREEK,2012,343500
CAMPERDOWN,2012,183500
CADIAN,2012,290500
CANTERBURY,2012,1790000
CAPE PATERSON,2012,348000
CAPE SCHANCK,2012,655000
CAPEL SOUND,2012,330000
CARISBROOK,2012,192500
CARLTON,2012,860500
CARLTON NORTH,2012,940000
CARNEGIE,2012,845000
CAROLINE SPRINGS,2012,427500
CARRUM,2012,499000
CARRUM DOWNS,2012,334000
CASTERTON,2012,110000
CASTLEMAINE,2012,338000
CAULFIELD,2012,1085000
CAULFIELD EAST,2012,750000
CAULFIELD NORTH,2012,1330000
CAULFIELD SOUTH,2012,890000
CHADSTONE,2012,595000
CHARLEMONT,2012,560000
CHARLTON,2012,123000
CHELSEA,2012,545000
CHELSEA HEIGHTS,2012,440000
CHELTENHAM,2012,635500
CHELTENHAM EAST,2012,545000
CHELTENHAM NORTH,2012,570000
CHEWTON,2012,230500
CHILTERN,2012,208000
CHIRNSIDE PARK,2012,435500
CHURCHILL,2012,176500
CLARINDA,2012,475500
CLAYTON,2012,572500
CLAYTON NORTH,2012,649000
CLAYTON SOUTH,2012,470500
CLIFTON HILL,2012,801500
CLIFTON SPRINGS,2012,325000
CLUNES,2012,196500
CLYDE,2012,272500
CLYDE NORTH,2012,395000
COBBLEBANK,2012,400000
COBDEN,2012,186500
COBRAM,2012,221500
COBURG,2012,594000
COBURG EAST,2012,466500
COBURG NORTH,2012,489500
COCKATOO,2012,333500
COHU,2012,140000
COLAC,2012,225000
COLDSTREAM,2012,368000
COLERAINE,2012,109500
COLLINGWOOD,2012,734000
COOLAROO,2012,278000
COONS HILL,2012,613500
COONGULLA,2012,156000
CORINELLA,2012,290000
CORIO,2012,230000
CORONET BAY,2012,222500
CORRYONG,2012,152500
COWES,2012,380000
COWES WEST,2012,345000
CRAIGIEBURN,2012,350000
CRANBOURNE,2012,313000
CRANBOURNE EAST,2012,370000
CRANBOURNE NORTH,2012,370000
CRANBOURNE SOUTH,2012,
CRANBOURNE WEST,2012,320000
CREMORNE,2012,701000
CRESWICK,2012,245000
CRIB POINT,2012,350000
CROYDON,2012,450000
CROYDON HILLS,2012,538000
CROYDON NORTH,2012,520000
CROYDON SOUTH,2012,436500
CURLEWIS,2012,439500
DALLAS,2012,276500
DALYSTON,2012,210000
DANDENONG,2012,400000
DANDENONG NORTH,2012,370000
DARLEY,2012,340500
DAYLESFORD,2012,384500
DEANSIDE,2012,
DEEPDENE,2012,1875000
DEER PARK,2012,345000
DELACOMBE,2012,285000
DELAHEY,2012,360000
DENNINGTON,2012,323500
DERRIMUT,2012,410000
DIAMOND CREEK,2012,490000
DIGGERS REST,2012,279000
DIMBOOLA,2012,90000
DINGLEY VILLAGE,2012,515000
DINNER PLAIN,2012,410000
DOLD,2012,104000
DONCASTER,2012,720000
DONCASTER EAST,2012,682000
DONNYBROOK,2012,
DONVALE,2012,681000
DOREEN,2012,450000
DOVETON,2012,290000
DROMA,2012,451000
DROUIN,2012,290000
DRYSDALE,2012,360000
DUNKELD,2012,179000
DUNOLLY,2012,159000
EAGLE POINT,2012,237000
EAGLEHAWK,2012,260000
EAGLEMONT,2012,1343500
EAST BAIRNSDALE,2012,190000
EAST BENDIGO,2012,295000
EAST GEELONG,2012,395000
EAST MELBOURNE,2012,2480000
EAST WARBURTON,2012,282500
EASTWOOD,2012,332000
ECHUCA,2012,270000
EDENHOPE,2012,106000
EDITHVALE,2012,625000
EILDON,2012,185000
ELLIMINYT,2012,323000
ELMORE,2012,160000
ELSTERNWICK,2012,1155000
ELTHAM,2012,590500
ELTHAM NORTH,2012,580500
ELWOOD,2012,1287500
EMERALD,2012,410500
ENDEAVOUR HILLS,2012,390000
EPPING,2012,365000
EPSOM,2012,315000
ESSENDON,2012,920000
ESSENDON NORTH,2012,686000
ESSENDON WEST,2012,720000
EUMEMMERRING,2012,327500
EUREKA,2012,237000
EUROA,2012,215000
EYNESBURY,2012,400000
FAIRFIELD,2012,825000
FAIRHAVEN,2012,990000
FAWKNER,2012,406500
FERNTREE GULLY,2012,429500
FERNY CREEK,2012,456000
FINGAL,2012,600000
FITZROY,2012,918500
FITZROY NORTH,2012,868000
FIVEWAYS,2012,343500
FLEMINGTON,2012,652000
FLINDERS,2012,710000
FLORA HILL,2012,309000
FLOWERDALE,2012,250000
FOOTSCRAY,2012,568000
FOREST HILL,2012,565000
FOSTER,2012,269500
FRANKSTON,2012,340000
FRANKSTON NORTH,2012,245000
FRANKSTON SOUTH,2012,510000
FRASER RISE,2012,634500
FYANSFORD,2012,310000
GARDEN CITY,2012,965000
GARDENVALE,2012,956000
GARFIELD,2012,335000
GEELONG,2012,463000
GEELONG WEST,2012,410000
GEMBROOK,2012,349000
GISBORNE,2012,429500
GLADSTONE PARK,2012,380000
GLEN HUNTLY,2012,792500
GLEN IRIS,2012,1200000
GLEN WAVERLEY,2012,720000
GLENROWAN,2012,246000
GLENROY,2012,437500
GOLDEN BEACH,2012,206000
GOLDEN POINT (BALLARAT),2012,250000
GOLDEN SQUARE,2012,285000
GORDON,2012,229500
GOUGHS BAY,2012,220000
GOWANBRAE,2012,467500
GRANTVILLE,2012,245000
GREEN LAKE,2012,250000
GREENSBOROUGH,2012,491000
GREENVALE,2012,537000
GROVEDALE,2012,340000
HADFIELD,2012,430000
HALLAM,2012,360000
HALLS GAP,2012,233500
HAMILTON,2012,189000
HAMLYN HEIGHTS,2012,339500
HAMPTON,2012,1200000
HAMPTON EAST,2012,732500
HAMPTON PARK,2012,320000
HARCOURT,2012,287500
HARKNESS,2012,329000
